xinxi,leixing
天津205国道东堤头西堤头区段，这条马路上的大货车超速运行并且肆意闯红灯，无视当地百姓安全，尤其是渤海职业技术学院门口一带和东堤头村口一带的两个红灯区域，是事故的频发地，近期已经连续两起车祸，大车超速、闯红灯的现象普遍，交通秩序混乱给往来的人群车辆都带很大的安全隐患。,0
天津市河北区与南开区交界的桥上 因共享单车随意摆放2条路变成只能走一条路 照成严重交通问题 望有关部门给予处理,0
天津市河东区大直沽第五体育场附近 一顺歌舞厅内有色情交易 衣着暴露 明码标价 可带走 望有关部门给予处理,0
天津市武清区保利香颂湖项目业主不顾劝阻，执意破坏小院围栏和公共绿地，破坏环境，希望有关部门多加管理,0
南开区华苑安华里底商商铺 桃酥大王，自从2016年11月开业以来 一直使用音响叫卖 ，非常扰民，周围的居民即使关窗户也能听见。前段时间因为开全运会，综合执法治理，音响不开了。现在，又开始肆无忌惮 开音响了，希望有关部门能够阻止这家商户的扰民行为。,0
河东区七纬路李公楼立交桥下修路安管，本来没什么，但是最近一些履带挖掘机在大马路上肆无忌惮的行驶，把马路都压成了搓板地，希望有关部门注意。,0
靠近外环线的志成路边，在绿化过的人行便道上，有关部门为了保护行道树而设立起支架。但这些支架却占压了盲道，即使常人行走至此，都难顺畅通行，对盲人来说更是寸步难行。,0
  在天津市东丽区，昆仑路上，龙山道与满江东道之间的路段（靠近松涛里附近），有30-50辆带牌照汽车违规停车（长时间停在白色实线以内），给沿路的机动车和非机动车的行驶带来了极大的安全隐患，事故多发。并且，在这段路段（靠近龙山道），总是有车辆逆行行驶，包括小轿车及大型货车，但无奈于违规司机看见没有摄像头及交警监管，便肆无忌惮地违规，这给沿路带来了巨大威胁。,0
意式风情街附近便利店内货架商品没有明码标价，顾客在结账时方知价格，与规定不符，况且店铺在旅游区，正逢长假，游客很多，有发生口角，影响城市及旅游评价。,0
据群众反应，红桥区咸阳北路与海源道交口的金筑家园小区，私搭乱盖、私自圈占公共绿化、占用消防通道等问题十分严重，严重影响着小区居民的正常日常生活，损害了居民的合法利益。希望有关部门进行处理,0
河西区三水道和泗水道之间学苑路这段路的机动车乱停车问题，这段路有很多底商，又有很多大型公交车，本来路就窄，购物集中居民人又很多，上下学孩子也多，可是道路两边却停了很多汽车，变得通行非常困难，大型的公交车总是擦肩而过，根本没地方躲，两边我看了也不是机动车停车位，希望有关部门治理一下，给大家一个安全的道路，谢谢！,0
亨通花园菜市场雍阳西道出口横穿马路人去太多，主要是枫丹，金都，莱茵翠景，熙和园小区的业主。由于雍阳西道主武清的主干道，车流量特别大，来回穿行马路去亨通菜市场非常危险，每周都有交通事故，希望政府设立过街天桥，可参考市里面主干道的行人天桥建设，同时也希望政府把惠民，便民，人民出行安全放在城市建设的首位。,0
据群众反映，早上发现家门口居然有个私藏的违规加油点，汽油就在一个小三轮里存放。两边都是小区，旁边还都是车。位置就在秋怡家园和荔丰家园中间的道路尽头。川崎运动大门外面的一辆黑色棚子的三轮里。,0
据群众反应，天津市区内各街道均有汽车强行借道别车的情况，本来道窄车多还临时变道，为此每天市区内都在有事故，望有关部门采取有效的措施并及时治理,0
2017年10月5号晚上7点左右天津市河北区王串场附近，有在道路上分发小广告的人，请有关单位注意,0
    河北区东昌路占路市场已被认定为自发的非法占路市场，这样的占路市场有着严重的安全隐患。    有紧急情况消防车救护车根本进不来，另外不远处就是南口路菜市场，完全满足购物需要，不再需要这样一个占路市场，请有关部门给予合理的解决。,0
河北区四马路与宿纬路交口，美素锅巴菜早点铺，全运会期间不让炸果子。现在又偷着炸果子，和炸卷圈，油烟太大，楼上居民苦不堪言。,0
位于天津市河西区太湖路的东逸大厦，门口垃圾都堆成山了散发着阵阵恶臭，楼道里更是垃圾成堆，引来大批害虫，也有可能引发高层火灾等严重事件，对附近居民造成安全隐患，希望有关部门给予关注,0
天津市红桥区洪湖里地铁站附近，因小吃街再次附近，周围卫生环境比较差，住在附近的居民门窗紧闭，而且，晚上因食客较多，治安环境较差，请有关部门注意。,0
在津汉公路空港二号桥与蓟汕高速之间的一段路上，中央分隔带被人为的打开两个缺口，经常有行人不顾危险横穿津汉公路，津汉公路限速80公里，司机根本反应不过来，每次经过这段路的时候都是提心掉胆，生怕从中央分隔带中突然窜出一个人来。在我的印象中这段路因为行横穿马路就死过好几个人了，不知道为什么相关单位对此现象无动于衷，本该封闭的中央分隔带为什么无人管理，为什么没有建设过街天桥等交通设施。任由此情况发展下去不知道还多少人要葬身在车轮下，不作为就是草菅人命啊。恳请相关单位尽快解决此问题，避免再有更多无辜的生命，因此而丧命在车轮下。,0
天津市滨海新区汉沽河西五羊里存在大量用户在早晨和夜间使用木头烧炉子 释放大量浓烟 周围群众窗户都没打开 给周围群众造成麻烦 例如五羊里北三段6号 五羊里北四段1号两家住户 希望环保单位或者街道能尽职尽责 不要存在看不见就不管的现象 希望有关部门尽早解决,0
河东区华兴道双赢大厦有一个叫金双赢小巨人的幼儿园，违搭乱盖，把小区的绿地私圈成成游乐园，并且把小区入口的前院也用铁栏杆私圈起来。之前在没有资质手续的情况下就在楼里的6楼和7楼私招了300多个孩子，结果因为安全隐患问题被消防部门限期停业，并告知幼儿园负责人楼内禁止开办幼儿园。之后他们将1楼全部租下，扩大招收，现在霸占了整个院子，并将小区的70%的绿地、活动场地封堵，进行营业使用，严重的影响了居民生活。,0
西青区阜锦道与外环路交口处紫金阁洗浴中心内夜晚为单间客人提供色情服务，请有关部门治理,0
据反映总医院附近麦当劳门口有人骑自行车收药 自行车车筐中有收药的大牌子 望有关部门及时治理,0
河北区幸福道与红星路交口凯诗专业烫染机构每天播放高音喇叭，噪声扰民。,0
东丽区新立街四合庄村大影背西河(属国家二级河道)河水呈现黑色，散发恶臭异味。,0
据反映气象台路东风里公交站附近有个1米5左右的中年妇女看到有等车的人，就问要不要手机 疑似卖假苹果手机望有关部门及时治理,0
天津市河东区中山门北里楼群内长年堆放各种生活垃圾，臭气熏天，滋生蚊蝇，一楼小饭馆的油烟直接排到小区里，当地居民一年四季无法开窗通风，装修垃圾堆放将近半年无人理会，散发臭气。希望有关部门予以关注，不要因为这些卫生死角，影响全运会美好天津的形象。,0
河北区幸福道如东里业主在楼顶私搭乱盖，在楼顶盖起了鸽舍，并在楼顶饲养大型犬，并且从楼顶经常扔下杂物，存在安全隐患，望有关部门尽快解决。,0
据群众反映，西青区大寺镇津淄公路与梨双路交口，梨双路38号海天源洗浴。有卖淫活动，给社会带来了非常恶劣的影响。该洗浴长年从事卖淫嫖娼活动，严重影响了，非常恶劣。希望有关部门进行处理。,0
一乘客在天津站打了一辆出租车，司机居然在开车过程中拿手机斗地主！介万一出事儿不就崴了么！,0
西关北街街道入口狭窄，两边有多家商户，并存在着停车的问题，本来就不宽的道路被占的更加狭窄，给居住在附近的居民出行造成了一定的困扰，虽然街道里的部分商户已搬入富景花园地下市场，但搬走后应有的空地却又成了停车场，本人曾多次致电88908890等民生热线反映过这个问题，却均没有得到任何回复，再次询问的时候只是说已在解决，事隔将近一年并没有得到有效的、妥善的解决，再次询问，什么时候能解决西关北街街道问题？,0
